PL,WORK_ZONE,Sloc,Product_Code,Quantity,Stor_bin,Styp,No_of_Pallet
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-05-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-06-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-07-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-08-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-09-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-10-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-11-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-12-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-13-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-14-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-15-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-16-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-17-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-18-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-19-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-20-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-21-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-22-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-23-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-24-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-25-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-26-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-27-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-28-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-29-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-30-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-10-31-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-13-02-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-13-03-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-13-04-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-13-05-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-13-06-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-13-07-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-13-08-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-13-09-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-13-10-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-01-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-02-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-03-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-04-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-05-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-06-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-07-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-08-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-09-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-10-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-12-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-13-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-21-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-22-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-23-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-24-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-25-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-26-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-27-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-28-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-29-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-30-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-31-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-32-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-34-4,34,2
IR,WH Bonded,1001,5NL12A#AB2,24.00000,C-14-35-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,A-10-48-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,A-10-49-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,A-10-50-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,A-10-51-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,B-01-14-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,B-01-15-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,B-01-16-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,B-01-17-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,B-01-18-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,B-01-19-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,B-01-20-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,B-01-21-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,B-01-22-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,B-01-23-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,2.00000,B-03-39-B,34,1
IR,WH Bonded,1001,4YE47A#AB2,1.00000,B-05-42-1,34,1
IR,WH Bonded,1001,4YE47A#AB2,26.00000,C-01-03-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-04-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-05-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-06-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-07-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-08-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-09-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-10-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-11-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-12-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-13-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-14-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-16-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-17-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-18-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,2.00000,C-01-19-4,34,1
IR,WH Bonded,1001,4YE47A#AB2,27.00000,C-01-19-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-01-20-4,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-04-44-3,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-04-45-3,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-08-48-3,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-08-49-3,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-08-50-3,34,2
IR,WH Bonded,1001,4YE47A#AB2,21.00000,C-12-21-3,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-12-22-3,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-12-23-3,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-12-24-3,34,2
IR,WH Bonded,1001,4YE47A#AB2,32.00000,C-12-25-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-06-34-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-06-35-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-06-36-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-06-37-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-06-38-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-06-39-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-06-40-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-06-41-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-06-42-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-07-43-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-07-44-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-07-45-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-07-46-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-07-47-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-07-48-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-07-49-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-07-50-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-07-51-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-07-52-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-07-53-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-07-54-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-08-34-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-08-35-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-08-40-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-08-41-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-08-42-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-08-43-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-08-44-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-08-45-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-08-46-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-08-47-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-08-48-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-08-49-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-06-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-07-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-08-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-12-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-13-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-14-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-15-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-16-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-17-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-18-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-19-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-20-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-21-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-22-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-23-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-24-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-25-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,16.00000,A-11-26-3,34,1
IR,WH Bonded,1001,4YE48A#AB2,16.00000,A-11-26-3,34,1
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-11-27-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,A-12-06-3,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-05-01-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-05-02-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-05-03-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-05-04-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-05-05-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-05-06-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-05-07-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-05-08-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-06-01-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-06-02-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-06-03-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-06-04-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-06-05-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-06-06-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-06-07-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-06-08-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-06-09-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-22-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-23-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-24-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-25-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-26-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-27-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-28-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-29-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-30-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-31-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-32-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-33-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-34-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-35-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-36-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,32.00000,B-10-37-4,34,2
IR,WH Bonded,1001,4YE48A#AB2,31.00000,C-12-13-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,21.00000,A-12-07-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,15.00000,A-12-08-3,34,1
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-01-39-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-01-40-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-01-41-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-01-42-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-01-43-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-01-44-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-01-45-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-17-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-18-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-19-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-19-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-20-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-20-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-21-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-21-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-22-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-22-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-23-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-24-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,4.00000,C-04-25-3,34,1
IR,WH Bonded,1001,4YE49A#AB2,28.00000,C-04-25-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-26-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-26-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-27-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-04-28-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-05-12-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-05-13-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-05-14-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-05-15-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-05-16-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-05-17-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-05-18-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,31.00000,C-11-23-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-11-24-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-11-25-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-11-26-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-11-27-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-11-28-3,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-15-35-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-15-36-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-15-37-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-15-38-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-15-39-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-15-40-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-15-41-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-15-42-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-15-43-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-15-44-4,34,2
IR,WH Bonded,1001,4YE49A#AB2,32.00000,C-15-45-4,34,2
IR,WH NoBonded,1001,4YE49A#AB2,1.00000,DHL-S-02-01,34,1
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-01-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-02-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-03-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-04-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-05-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-06-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-07-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-08-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-09-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-10-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-11-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-12-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-13-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-14-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-15-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-16-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-17-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-18-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-19-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-20-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-04-23-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-01-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-02-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-03-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-04-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-05-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-06-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-07-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-08-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-09-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-10-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-11-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-12-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-13-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-14-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-15-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-16-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-17-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-18-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-19-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-20-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-21-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-22-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-23-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-05-24-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-01-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-02-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-03-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-07-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-08-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-09-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-10-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-11-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-12-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-13-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-14-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-15-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-16-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-17-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-18-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-19-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-20-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-21-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-22-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-23-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-24-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-25-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-26-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-27-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-28-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-29-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-30-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-06-31-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-01-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-02-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-03-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-04-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-05-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-06-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-07-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-08-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-12-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-13-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-14-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-15-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-16-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-17-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-18-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-19-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-20-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-21-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-22-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-23-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-07-24-3,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-08-12-4,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-08-13-4,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-08-14-4,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-08-15-4,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-08-16-4,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-08-17-4,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-08-18-4,34,2
IR,WH Bonded,1001,4YE51A#AB2,32.00000,A-08-19-4,34,2
